ingredient,qty,unit,portions_per_batch,notes
chocolate cake whole (shamrock/sysco),1,ea,14 slices,Shamrock CAKE CHOC FUDGY WUDGY 14SLI and Sysco Fudgy Wudgy 14ct — whole-buy; thaw and slice
