ingredient,qty,unit,portions_per_batch,notes
parsley,100,g,1,WORKING RECIPE — please refine and record
thyme,100,g,1,WORKING RECIPE — please refine and record
rosemary,100,g,1,WORKING RECIPE — please refine and record
calabrian chile,100,g,1,WORKING RECIPE — please refine and record
evoo,300,g,1,WORKING RECIPE — please refine and record
lemon juice,20,g,1,WORKING RECIPE — please refine and record
