ingredient,qty,unit,portions_per_batch,notes
garlic,2,tsp,1,
lemons,4,ea,1,zest only
lemon juice,3,cup,1,
evoo,2,cup,1,
canola oil,2,cup,1,
honey,1,cup,1,
dijon mustard,3,tbsp,1,
dry thyme,2,tsp,1,
pepper,1,tsp,1,
kosher salt,4,tsp,1,
