ingredient,qty,unit,portions_per_batch,notes
celery,2.333,cup,1,
carrot,7,cup,1,
large onions,3,ea,1,
chicken wings,1,bag,1,
clarified butter,0.667,cup,1,
water,8,qt,1,
chicken stock,8,oz,1,
dry white wine,4,cup,1,
sachet,20,g,1,rosemary parsley tarragon thyme
garlic,0.667,cup,1,
