ingredient,qty,unit,portions_per_batch,notes
buttermilk,0.5,gal,12 qt brined chicken,
franks hot sauce,500,g,12 qt brined chicken,
garlic powder,0.25,cup,12 qt brined chicken,
onion powder,0.25,cup,12 qt brined chicken,
ground black pepper,0.5,cup,12 qt brined chicken,
kosher salt,0.125,cup,12 qt brined chicken,
