ingredient,qty,unit,portions_per_batch,notes
eggs,1000,g,1,scrambled
milk,1000,g,1,
cinnamon,0.5,tsp,1,
vanilla,1,tsp,1,
sugar,1,tbsp,1,
nutmeg,0.25,tsp,1,
